#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_175_0;175.0;175.0;175.0;;175.0;;;;;;;;;x
c_175_0_adj;175.0ian;;175.0er;;;;;;;;;;;x
c_176_0;176.0;176.0;176.0;;176.0;;;;;;;;;x
c_176_0_adj;176.0ian;;176.0er;;;;;;;;;;;x
c_177_0;177.0;177.0;177.0;;177.0;;;;;;;;;x
c_177_0_adj;177.0ian;;177.0er;;;;;;;;;;;x
c_178_0;178.0;178.0;178.0;;178.0;;;;;;;;;x
c_178_0_adj;178.0ian;;178.0er;;;;;;;;;;;x
c_179_0;179.0;179.0;179.0;;179.0;;;;;;;;;x
c_179_0_adj;179.0ian;;179.0er;;;;;;;;;;;x
c_180_0;180.0;180.0;180.0;;180.0;;;;;;;;;x
c_180_0_adj;180.0ian;;180.0er;;;;;;;;;;;x
c_181_0;181.0;181.0;181.0;;181.0;;;;;;;;;x
c_181_0_adj;181.0ian;;181.0er;;;;;;;;;;;x
c_182_0;182.0;182.0;182.0;;182.0;;;;;;;;;x
c_182_0_adj;182.0ian;;182.0er;;;;;;;;;;;x
c_183_0;183.0;183.0;183.0;;183.0;;;;;;;;;x
c_183_0_adj;183.0ian;;183.0er;;;;;;;;;;;x
c_184_0;184.0;184.0;184.0;;184.0;;;;;;;;;x
c_184_0_adj;184.0ian;;184.0er;;;;;;;;;;;x
c_185_0;185.0;185.0;185.0;;185.0;;;;;;;;;x
c_185_0_adj;185.0ian;;185.0er;;;;;;;;;;;x
c_186_0;186.0;186.0;186.0;;186.0;;;;;;;;;x
c_186_0_adj;186.0ian;;186.0er;;;;;;;;;;;x
c_187_0;187.0;187.0;187.0;;187.0;;;;;;;;;x
c_187_0_adj;187.0ian;;187.0er;;;;;;;;;;;x
c_188_0;188.0;188.0;188.0;;188.0;;;;;;;;;x
c_188_0_adj;188.0ian;;188.0er;;;;;;;;;;;x
c_189_0;189.0;189.0;189.0;;189.0;;;;;;;;;x
c_189_0_adj;189.0ian;;189.0er;;;;;;;;;;;x
c_190_0;190.0;190.0;190.0;;190.0;;;;;;;;;x
c_190_0_adj;190.0ian;;190.0er;;;;;;;;;;;x
c_191_0;191.0;191.0;191.0;;191.0;;;;;;;;;x
c_191_0_adj;191.0ian;;191.0er;;;;;;;;;;;x
c_192_0;192.0;192.0;192.0;;192.0;;;;;;;;;x
c_192_0_adj;192.0ian;;192.0er;;;;;;;;;;;x
c_193_0;193.0;193.0;193.0;;193.0;;;;;;;;;x
c_193_0_adj;193.0ian;;193.0er;;;;;;;;;;;x
c_194_0;194.0;194.0;194.0;;194.0;;;;;;;;;x
c_194_0_adj;194.0ian;;194.0er;;;;;;;;;;;x
c_195_0;195.0;195.0;195.0;;195.0;;;;;;;;;x
c_195_0_adj;195.0ian;;195.0er;;;;;;;;;;;x
c_196_0;196.0;196.0;196.0;;196.0;;;;;;;;;x
c_196_0_adj;196.0ian;;196.0er;;;;;;;;;;;x
c_197_0;197.0;197.0;197.0;;197.0;;;;;;;;;x
c_197_0_adj;197.0ian;;197.0er;;;;;;;;;;;x
c_198_0;198.0;198.0;198.0;;198.0;;;;;;;;;x
c_198_0_adj;198.0ian;;198.0er;;;;;;;;;;;x
c_199_0;199.0;199.0;199.0;;199.0;;;;;;;;;x
c_199_0_adj;199.0ian;;199.0er;;;;;;;;;;;x
c_200_0;200.0;200.0;200.0;;200.0;;;;;;;;;x
c_200_0_adj;200.0ian;;200.0er;;;;;;;;;;;x
c_201_0;201.0;201.0;201.0;;201.0;;;;;;;;;x
c_201_0_adj;201.0ian;;201.0er;;;;;;;;;;;x
c_202_0;202.0;202.0;202.0;;202.0;;;;;;;;;x
c_202_0_adj;202.0ian;;202.0er;;;;;;;;;;;x
c_203_0;203.0;203.0;203.0;;203.0;;;;;;;;;x
c_203_0_adj;203.0ian;;203.0er;;;;;;;;;;;x
c_204_0;204.0;204.0;204.0;;204.0;;;;;;;;;x
c_204_0_adj;204.0ian;;204.0er;;;;;;;;;;;x
c_205_0;205.0;205.0;205.0;;205.0;;;;;;;;;x
c_205_0_adj;205.0ian;;205.0er;;;;;;;;;;;x
c_206_0;206.0;206.0;206.0;;206.0;;;;;;;;;x
c_206_0_adj;206.0ian;;206.0er;;;;;;;;;;;x
c_207_0;207.0;207.0;207.0;;207.0;;;;;;;;;x
c_207_0_adj;207.0ian;;207.0er;;;;;;;;;;;x
c_208_0;208.0;208.0;208.0;;208.0;;;;;;;;;x
c_208_0_adj;208.0ian;;208.0er;;;;;;;;;;;x
c_209_0;209.0;209.0;209.0;;209.0;;;;;;;;;x
c_209_0_adj;209.0ian;;209.0er;;;;;;;;;;;x
c_210_0;210.0;210.0;210.0;;210.0;;;;;;;;;x
c_210_0_adj;210.0ian;;210.0er;;;;;;;;;;;x
c_211_0;211.0;211.0;211.0;;211.0;;;;;;;;;x
c_211_0_adj;211.0ian;;211.0er;;;;;;;;;;;x
c_212_0;212.0;212.0;212.0;;212.0;;;;;;;;;x
c_212_0_adj;212.0ian;;212.0er;;;;;;;;;;;x
c_213_0;213.0;213.0;213.0;;213.0;;;;;;;;;x
c_213_0_adj;213.0ian;;213.0er;;;;;;;;;;;x
c_214_0;214.0;214.0;214.0;;214.0;;;;;;;;;x
c_214_0_adj;214.0ian;;214.0er;;;;;;;;;;;x
c_215_0;215.0;215.0;215.0;;215.0;;;;;;;;;x
c_215_0_adj;215.0ian;;215.0er;;;;;;;;;;;x
c_216_0;216.0;216.0;216.0;;216.0;;;;;;;;;x
c_216_0_adj;216.0ian;;216.0er;;;;;;;;;;;x
c_217_0;217.0;217.0;217.0;;217.0;;;;;;;;;x
c_217_0_adj;217.0ian;;217.0er;;;;;;;;;;;x
c_218_0;218.0;218.0;218.0;;218.0;;;;;;;;;x
c_218_0_adj;218.0ian;;218.0er;;;;;;;;;;;x
c_219_0;219.0;219.0;219.0;;219.0;;;;;;;;;x
c_219_0_adj;219.0ian;;219.0er;;;;;;;;;;;x
c_220_0;220.0;220.0;220.0;;220.0;;;;;;;;;x
c_220_0_adj;220.0ian;;220.0er;;;;;;;;;;;x
c_221_0;221.0;221.0;221.0;;221.0;;;;;;;;;x
c_221_0_adj;221.0ian;;221.0er;;;;;;;;;;;x
c_222_0;222.0;222.0;222.0;;222.0;;;;;;;;;x
c_222_0_adj;222.0ian;;222.0er;;;;;;;;;;;x
c_223_0;223.0;223.0;223.0;;223.0;;;;;;;;;x
c_223_0_adj;223.0ian;;223.0er;;;;;;;;;;;x
c_224_0;224.0;224.0;224.0;;224.0;;;;;;;;;x
c_224_0_adj;224.0ian;;224.0er;;;;;;;;;;;x
c_225_0;225.0;225.0;225.0;;225.0;;;;;;;;;x
c_225_0_adj;225.0ian;;225.0er;;;;;;;;;;;x
c_226_0;226.0;226.0;226.0;;226.0;;;;;;;;;x
c_226_0_adj;226.0ian;;226.0er;;;;;;;;;;;x
c_227_0;227.0;227.0;227.0;;227.0;;;;;;;;;x
c_227_0_adj;227.0ian;;227.0er;;;;;;;;;;;x
c_228_0;228.0;228.0;228.0;;228.0;;;;;;;;;x
c_228_0_adj;228.0ian;;228.0er;;;;;;;;;;;x
c_229_0;229.0;229.0;229.0;;229.0;;;;;;;;;x
c_229_0_adj;229.0ian;;229.0er;;;;;;;;;;;x
c_230_0;230.0;230.0;230.0;;230.0;;;;;;;;;x
c_230_0_adj;230.0ian;;230.0er;;;;;;;;;;;x
c_231_0;231.0;231.0;231.0;;231.0;;;;;;;;;x
c_231_0_adj;231.0ian;;231.0er;;;;;;;;;;;x
c_232_0;232.0;232.0;232.0;;232.0;;;;;;;;;x
c_232_0_adj;232.0ian;;232.0er;;;;;;;;;;;x
c_233_0;233.0;233.0;233.0;;233.0;;;;;;;;;x
c_233_0_adj;233.0ian;;233.0er;;;;;;;;;;;x
c_234_0;234.0;234.0;234.0;;234.0;;;;;;;;;x
c_234_0_adj;234.0ian;;234.0er;;;;;;;;;;;x
c_235_0;235.0;235.0;235.0;;235.0;;;;;;;;;x
c_235_0_adj;235.0ian;;235.0er;;;;;;;;;;;x
c_236_0;236.0;236.0;236.0;;236.0;;;;;;;;;x
c_236_0_adj;236.0ian;;236.0er;;;;;;;;;;;x
c_237_0;237.0;237.0;237.0;;237.0;;;;;;;;;x
c_237_0_adj;237.0ian;;237.0er;;;;;;;;;;;x
c_238_0;238.0;238.0;238.0;;238.0;;;;;;;;;x
c_238_0_adj;238.0ian;;238.0er;;;;;;;;;;;x
c_239_0;239.0;239.0;239.0;;239.0;;;;;;;;;x
c_239_0_adj;239.0ian;;239.0er;;;;;;;;;;;x
c_240_0;240.0;240.0;240.0;;240.0;;;;;;;;;x
c_240_0_adj;240.0ian;;240.0er;;;;;;;;;;;x
c_241_0;241.0;241.0;241.0;;241.0;;;;;;;;;x
c_241_0_adj;241.0ian;;241.0er;;;;;;;;;;;x
c_242_0;242.0;242.0;242.0;;242.0;;;;;;;;;x
c_242_0_adj;242.0ian;;242.0er;;;;;;;;;;;x
c_243_0;243.0;243.0;243.0;;243.0;;;;;;;;;x
c_243_0_adj;243.0ian;;243.0er;;;;;;;;;;;x
c_244_0;244.0;244.0;244.0;;244.0;;;;;;;;;x
c_244_0_adj;244.0ian;;244.0er;;;;;;;;;;;x
c_245_0;245.0;245.0;245.0;;245.0;;;;;;;;;x
c_245_0_adj;245.0ian;;245.0er;;;;;;;;;;;x
c_246_0;246.0;246.0;246.0;;246.0;;;;;;;;;x
c_246_0_adj;246.0ian;;246.0er;;;;;;;;;;;x
c_247_0;247.0;247.0;247.0;;247.0;;;;;;;;;x
c_247_0_adj;247.0ian;;247.0er;;;;;;;;;;;x
c_248_0;248.0;248.0;248.0;;248.0;;;;;;;;;x
c_248_0_adj;248.0ian;;248.0er;;;;;;;;;;;x
c_249_0;249.0;249.0;249.0;;249.0;;;;;;;;;x
c_249_0_adj;249.0ian;;249.0er;;;;;;;;;;;x
c_250_0;250.0;250.0;250.0;;250.0;;;;;;;;;x
c_250_0_adj;250.0ian;;250.0er;;;;;;;;;;;x
c_251_0;251.0;251.0;251.0;;251.0;;;;;;;;;x
c_251_0_adj;251.0ian;;251.0er;;;;;;;;;;;x
c_252_0;252.0;252.0;252.0;;252.0;;;;;;;;;x
c_252_0_adj;252.0ian;;252.0er;;;;;;;;;;;x
c_253_0;253.0;253.0;253.0;;253.0;;;;;;;;;x
c_253_0_adj;253.0ian;;253.0er;;;;;;;;;;;x
c_254_0;254.0;254.0;254.0;;254.0;;;;;;;;;x
c_254_0_adj;254.0ian;;254.0er;;;;;;;;;;;x
c_255_0;255.0;255.0;255.0;;255.0;;;;;;;;;x
c_255_0_adj;255.0ian;;255.0er;;;;;;;;;;;x
c_256_0;256.0;256.0;256.0;;256.0;;;;;;;;;x
c_256_0_adj;256.0ian;;256.0er;;;;;;;;;;;x
c_257_0;257.0;257.0;257.0;;257.0;;;;;;;;;x
c_257_0_adj;257.0ian;;257.0er;;;;;;;;;;;x
c_258_0;258.0;258.0;258.0;;258.0;;;;;;;;;x
c_258_0_adj;258.0ian;;258.0er;;;;;;;;;;;x
c_259_0;259.0;259.0;259.0;;259.0;;;;;;;;;x
c_259_0_adj;259.0ian;;259.0er;;;;;;;;;;;x
c_260_0;260.0;260.0;260.0;;260.0;;;;;;;;;x
c_260_0_adj;260.0ian;;260.0er;;;;;;;;;;;x
c_261_0;261.0;261.0;261.0;;261.0;;;;;;;;;x
c_261_0_adj;261.0ian;;261.0er;;;;;;;;;;;x
c_262_0;262.0;262.0;262.0;;262.0;;;;;;;;;x
c_262_0_adj;262.0ian;;262.0er;;;;;;;;;;;x
c_263_0;263.0;263.0;263.0;;263.0;;;;;;;;;x
c_263_0_adj;263.0ian;;263.0er;;;;;;;;;;;x
c_264_0;264.0;264.0;264.0;;264.0;;;;;;;;;x
c_264_0_adj;264.0ian;;264.0er;;;;;;;;;;;x
c_265_0;265.0;265.0;265.0;;265.0;;;;;;;;;x
c_265_0_adj;265.0ian;;265.0er;;;;;;;;;;;x
c_266_0;266.0;266.0;266.0;;266.0;;;;;;;;;x
c_266_0_adj;266.0ian;;266.0er;;;;;;;;;;;x
c_267_0;267.0;267.0;267.0;;267.0;;;;;;;;;x
c_267_0_adj;267.0ian;;267.0er;;;;;;;;;;;x
c_268_0;268.0;268.0;268.0;;268.0;;;;;;;;;x
c_268_0_adj;268.0ian;;268.0er;;;;;;;;;;;x
c_269_0;269.0;269.0;269.0;;269.0;;;;;;;;;x
c_269_0_adj;269.0ian;;269.0er;;;;;;;;;;;x
c_270_0;270.0;270.0;270.0;;270.0;;;;;;;;;x
c_270_0_adj;270.0ian;;270.0er;;;;;;;;;;;x
c_271_0;271.0;271.0;271.0;;271.0;;;;;;;;;x
c_271_0_adj;271.0ian;;271.0er;;;;;;;;;;;x
c_272_0;272.0;272.0;272.0;;272.0;;;;;;;;;x
c_272_0_adj;272.0ian;;272.0er;;;;;;;;;;;x
c_273_0;273.0;273.0;273.0;;273.0;;;;;;;;;x
c_273_0_adj;273.0ian;;273.0er;;;;;;;;;;;x
c_274_0;274.0;274.0;274.0;;274.0;;;;;;;;;x
c_274_0_adj;274.0ian;;274.0er;;;;;;;;;;;x
c_275_0;275.0;275.0;275.0;;275.0;;;;;;;;;x
c_275_0_adj;275.0ian;;275.0er;;;;;;;;;;;x
c_276_0;276.0;276.0;276.0;;276.0;;;;;;;;;x
c_276_0_adj;276.0ian;;276.0er;;;;;;;;;;;x
c_277_0;277.0;277.0;277.0;;277.0;;;;;;;;;x
c_277_0_adj;277.0ian;;277.0er;;;;;;;;;;;x
c_278_0;278.0;278.0;278.0;;278.0;;;;;;;;;x
c_278_0_adj;278.0ian;;278.0er;;;;;;;;;;;x
c_279_0;279.0;279.0;279.0;;279.0;;;;;;;;;x
c_279_0_adj;279.0ian;;279.0er;;;;;;;;;;;x
c_280_0;280.0;280.0;280.0;;280.0;;;;;;;;;x
c_280_0_adj;280.0ian;;280.0er;;;;;;;;;;;x
c_281_0;281.0;281.0;281.0;;281.0;;;;;;;;;x
c_281_0_adj;281.0ian;;281.0er;;;;;;;;;;;x
c_282_0;282.0;282.0;282.0;;282.0;;;;;;;;;x
c_282_0_adj;282.0ian;;282.0er;;;;;;;;;;;x
c_283_0;283.0;283.0;283.0;;283.0;;;;;;;;;x
c_283_0_adj;283.0ian;;283.0er;;;;;;;;;;;x
c_284_0;284.0;284.0;284.0;;284.0;;;;;;;;;x
c_284_0_adj;284.0ian;;284.0er;;;;;;;;;;;x
c_285_0;285.0;285.0;285.0;;285.0;;;;;;;;;x
c_285_0_adj;285.0ian;;285.0er;;;;;;;;;;;x
c_286_0;286.0;286.0;286.0;;286.0;;;;;;;;;x
c_286_0_adj;286.0ian;;286.0er;;;;;;;;;;;x
c_287_0;287.0;287.0;287.0;;287.0;;;;;;;;;x
c_287_0_adj;287.0ian;;287.0er;;;;;;;;;;;x
c_288_0;288.0;288.0;288.0;;288.0;;;;;;;;;x
c_288_0_adj;288.0ian;;288.0er;;;;;;;;;;;x
c_289_0;289.0;289.0;289.0;;289.0;;;;;;;;;x
c_289_0_adj;289.0ian;;289.0er;;;;;;;;;;;x
c_290_0;290.0;290.0;290.0;;290.0;;;;;;;;;x
c_290_0_adj;290.0ian;;290.0er;;;;;;;;;;;x
c_291_0;291.0;291.0;291.0;;291.0;;;;;;;;;x
c_291_0_adj;291.0ian;;291.0er;;;;;;;;;;;x
c_292_0;292.0;292.0;292.0;;292.0;;;;;;;;;x
c_292_0_adj;292.0ian;;292.0er;;;;;;;;;;;x
c_293_0;293.0;293.0;293.0;;293.0;;;;;;;;;x
c_293_0_adj;293.0ian;;293.0er;;;;;;;;;;;x
c_294_0;294.0;294.0;294.0;;294.0;;;;;;;;;x
c_294_0_adj;294.0ian;;294.0er;;;;;;;;;;;x
c_295_0;295.0;295.0;295.0;;295.0;;;;;;;;;x
c_295_0_adj;295.0ian;;295.0er;;;;;;;;;;;x
c_296_0;296.0;296.0;296.0;;296.0;;;;;;;;;x
c_296_0_adj;296.0ian;;296.0er;;;;;;;;;;;x
c_297_0;297.0;297.0;297.0;;297.0;;;;;;;;;x
c_297_0_adj;297.0ian;;297.0er;;;;;;;;;;;x
c_298_0;298.0;298.0;298.0;;298.0;;;;;;;;;x
c_298_0_adj;298.0ian;;298.0er;;;;;;;;;;;x
c_299_0;299.0;299.0;299.0;;299.0;;;;;;;;;x
c_299_0_adj;299.0ian;;299.0er;;;;;;;;;;;x
c_300_0;300.0;300.0;300.0;;300.0;;;;;;;;;x
c_300_0_adj;300.0ian;;300.0er;;;;;;;;;;;x
c_301_0;301.0;301.0;301.0;;301.0;;;;;;;;;x
c_301_0_adj;301.0ian;;301.0er;;;;;;;;;;;x
c_302_0;302.0;302.0;302.0;;302.0;;;;;;;;;x
c_302_0_adj;302.0ian;;302.0er;;;;;;;;;;;x
c_303_0;303.0;303.0;303.0;;303.0;;;;;;;;;x
c_303_0_adj;303.0ian;;303.0er;;;;;;;;;;;x
c_304_0;304.0;304.0;304.0;;304.0;;;;;;;;;x
c_304_0_adj;304.0ian;;304.0er;;;;;;;;;;;x
c_305_0;305.0;305.0;305.0;;305.0;;;;;;;;;x
c_305_0_adj;305.0ian;;305.0er;;;;;;;;;;;x
c_306_0;306.0;306.0;306.0;;306.0;;;;;;;;;x
c_306_0_adj;306.0ian;;306.0er;;;;;;;;;;;x
c_307_0;307.0;307.0;307.0;;307.0;;;;;;;;;x
c_307_0_adj;307.0ian;;307.0er;;;;;;;;;;;x
c_308_0;308.0;308.0;308.0;;308.0;;;;;;;;;x
c_308_0_adj;308.0ian;;308.0er;;;;;;;;;;;x
c_309_0;309.0;309.0;309.0;;309.0;;;;;;;;;x
c_309_0_adj;309.0ian;;309.0er;;;;;;;;;;;x
c_310_0;310.0;310.0;310.0;;310.0;;;;;;;;;x
