#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_church_of_the_three;Church of the Three;;;;;;;;;;;;;x
d_northjilia2_adj;NorthJilia2ian;;northjilia2er;;;;;;;;;;;x
d_northjilia3;NorthJilia3;NorthJilia3;NorthJilia3;;NorthJilia3;;;;;;;;;x
d_northjilia3_adj;NorthJilia3ian;;northjilia3er;;;;;;;;;;;x
d_northjilia4;NorthJilia4;NorthJilia4;NorthJilia4;;NorthJilia4;;;;;;;;;x
d_northjilia4_adj;NorthJilia4ian;;northjilia4er;;;;;;;;;;;x
d_northjilia5;NorthJilia5;NorthJilia5;NorthJilia5;;NorthJilia5;;;;;;;;;x
d_northjilia5_adj;NorthJilia5ian;;northjilia5er;;;;;;;;;;;x
d_northjilia6;NorthJilia6;NorthJilia6;NorthJilia6;;NorthJilia6;;;;;;;;;x
d_northjilia6_adj;NorthJilia6ian;;northjilia6er;;;;;;;;;;;x
d_northjilia7;NorthJilia7;NorthJilia7;NorthJilia7;;NorthJilia7;;;;;;;;;x
d_northjilia7_adj;NorthJilia7ian;;northjilia7er;;;;;;;;;;;x
d_northjilia8;NorthJilia8;NorthJilia8;NorthJilia8;;NorthJilia8;;;;;;;;;x
d_northjilia8_adj;NorthJilia8ian;;northjilia8er;;;;;;;;;;;x
d_orbeland;The Forts;The Forts;The Forts;;The Forts;;;;;;;;;x
d_orbeland_adj;The Fortsian;;The Fortser;;;;;;;;;;;x
d_properjilia1;ProperJilia1;ProperJilia1;ProperJilia1;;ProperJilia1;;;;;;;;;x
d_properjilia1_adj;ProperJilia1ian;;properjilia1er;;;;;;;;;;;x
d_properjilia2;ProperJilia2;ProperJilia2;ProperJilia2;;ProperJilia2;;;;;;;;;x
d_properjilia2_adj;ProperJilia2ian;;properjilia2er;;;;;;;;;;;x
d_properjilia3;ProperJilia3;ProperJilia3;ProperJilia3;;ProperJilia3;;;;;;;;;x
d_properjilia3_adj;ProperJilia3ian;;properjilia3er;;;;;;;;;;;x
d_properjilia4;ProperJilia4;ProperJilia4;ProperJilia4;;ProperJilia4;;;;;;;;;x
d_properjilia4_adj;ProperJilia4ian;;properjilia4er;;;;;;;;;;;x
d_properjilia5;ProperJilia5;ProperJilia5;ProperJilia5;;ProperJilia5;;;;;;;;;x
d_properjilia5_adj;ProperJilia5ian;;properjilia5er;;;;;;;;;;;x
d_properjilia6;ProperJilia6;ProperJilia6;ProperJilia6;;ProperJilia6;;;;;;;;;x
d_properjilia6_adj;ProperJilia6ian;;properjilia6er;;;;;;;;;;;x
d_properjilia7;ProperJilia7;ProperJilia7;ProperJilia7;;ProperJilia7;;;;;;;;;x
d_properjilia7_adj;ProperJilia7ian;;properjilia7er;;;;;;;;;;;x
d_reagoo;Reagoo;Reagoo;Reagoo;;Reagoo;;;;;;;;;x
d_reagoo_adj;Reagian;;reager;;;;;;;;;;;x
d_reshld;Reshld;Reshld;Reshld;;Reshld;;;;;;;;;x
d_reshld_adj;Reshldian;;reshlder;;;;;;;;;;;x
d_reststo;Redwater Bay;Redwater Bay;Redwater Bay;;Redwater Bay;;;;;;;;;x
d_reststo_adj;Reststian;;restster;;;;;;;;;;;x
d_seare;Seare;Seare;Seare;;Seare;;;;;;;;;x
d_seare_adj;Searean;;searer;;;;;;;;;;;x
d_sejilia1;SEJilia1;SEJilia1;SEJilia1;;SEJilia1;;;;;;;;;x
d_sejilia1_adj;SEJilia1ian;;sejilia1er;;;;;;;;;;;x
d_sida;Sida;Sida;Sida;;Sida;;;;;;;;;x
d_sida_adj;Sidan;;Sidaner;;;;;;;;;;;x
d_tret;Tret;Tret;Tret;;Tret;;;;;;;;;x
d_tret_adj;Tretian;;treter;;;;;;;;;;;x
d_twynte;Twynte;Twynte;Twynte;;Twynte;;;;;;;;;x
d_twynte_adj;Twyntean;;twynter;;;;;;;;;;;x
d_westermarch;Westermarch;Westermarch;Westermarch;;Westermarch;;;;;;;;;x
d_westermarch_adj;Westermarchian;;westermarcher;;;;;;;;;;;x
d_westjilia1;WestJilia1;WestJilia1;WestJilia1;;WestJilia1;;;;;;;;;x
d_westjilia1_adj;WestJilia1ian;;westjilia1er;;;;;;;;;;;x
d_westjilia10;WestJilia10;WestJilia10;WestJilia10;;WestJilia10;;;;;;;;;x
d_westjilia10_adj;WestJilia10ian;;westjilia10er;;;;;;;;;;;x
d_westjilia11;WestJilia11;WestJilia11;WestJilia11;;WestJilia11;;;;;;;;;x
d_westjilia11_adj;WestJilia11ian;;westjilia11er;;;;;;;;;;;x
d_westjilia12;WestJilia12;WestJilia12;WestJilia12;;WestJilia12;;;;;;;;;x
d_westjilia12_adj;WestJilia12ian;;westjilia12er;;;;;;;;;;;x
d_westjilia13;WestJilia13;WestJilia13;WestJilia13;;WestJilia13;;;;;;;;;x
d_westjilia13_adj;WestJilia13ian;;westjilia13er;;;;;;;;;;;x
d_westjilia14;WestJilia14;WestJilia14;WestJilia14;;WestJilia14;;;;;;;;;x
d_westjilia14_adj;WestJilia14ian;;westjilia14er;;;;;;;;;;;x
d_westjilia15;WestJilia15;WestJilia15;WestJilia15;;WestJilia15;;;;;;;;;x
d_westjilia15_adj;WestJilia15ian;;westjilia15er;;;;;;;;;;;x
d_westjilia16;WestJilia16;WestJilia16;WestJilia16;;WestJilia16;;;;;;;;;x
d_westjilia16_adj;WestJilia16ian;;westjilia16er;;;;;;;;;;;x
d_westjilia2;WestJilia2;WestJilia2;WestJilia2;;WestJilia2;;;;;;;;;x
d_westjilia2_adj;WestJilia2ian;;westjilia2er;;;;;;;;;;;x
d_westjilia3;WestJilia3;WestJilia3;WestJilia3;;WestJilia3;;;;;;;;;x
d_westjilia3_adj;WestJilia3ian;;westjilia3er;;;;;;;;;;;x
d_westjilia4;WestJilia4;WestJilia4;WestJilia4;;WestJilia4;;;;;;;;;x
d_westjilia4_adj;WestJilia4ian;;westjilia4er;;;;;;;;;;;x
d_westjilia5;WestJilia5;WestJilia5;WestJilia5;;WestJilia5;;;;;;;;;x
d_westjilia5_adj;WestJilia5ian;;westjilia5er;;;;;;;;;;;x
d_westjilia6;WestJilia6;WestJilia6;WestJilia6;;WestJilia6;;;;;;;;;x
d_westjilia6_adj;WestJilia6ian;;westjilia6er;;;;;;;;;;;x
d_westjilia7;WestJilia7;WestJilia7;WestJilia7;;WestJilia7;;;;;;;;;x
d_westjilia7_adj;WestJilia7ian;;westjilia7er;;;;;;;;;;;x
d_westjilia8;WestJilia8;WestJilia8;WestJilia8;;WestJilia8;;;;;;;;;x
d_westjilia8_adj;WestJilia8ian;;westjilia8er;;;;;;;;;;;x
d_westjilia9;WestJilia9;WestJilia9;WestJilia9;;WestJilia9;;;;;;;;;x
d_westjilia9_adj;WestJilia9ian;;westjilia9er;;;;;;;;;;;x
